iter	Logloss
316	0.003122961235
317	0.003122878647
318	0.003122802353
319	0.003122832108
320	0.003122792625
321	0.003122780228
322	0.003110235977
323	0.003110235977
324	0.003110134888
325	0.003110134888
326	0.003110134888
327	0.003104883766
328	0.003090295219
329	0.003090259171
330	0.003090259171
331	0.003090236092
332	0.003090268135
333	0.003090178299
334	0.003090192032
335	0.003090161514
336	0.003090086365
337	0.003090086365
338	0.003090086365
339	0.003090126991
340	0.003090008163
341	0.003090008163
342	0.003089965439
343	0.003089915466
344	0.003089453888
345	0.0030890625
346	0.003089046097
347	0.003089046097
348	0.003089046097
349	0.003089046097
350	0.003089046097
351	0.003089046097
352	0.00308902607
353	0.003088624573
354	0.003088642883
355	0.003088588333
356	0.003088588333
357	0.003088588333
358	0.003088588333
359	0.003088566208
360	0.003088583755
361	0.003088531685
362	0.003077466583
363	0.003069176483
364	0.003069083214
365	0.003064470482
366	0.003064126587
367	0.003064078522
368	0.003064092445
369	0.003063993454
370	0.003063953972
371	0.003063947868
372	0.003063934326
373	0.003063924408
374	0.003063883209
375	0.003063829803
376	0.003063715553
377	0.003063680077
378	0.003063671875
379	0.003063338852
380	0.003063296509
381	0.003063258171
382	0.003063226318
383	0.003063184547
384	0.003063158798
385	0.003063141632
386	0.003063082886
387	0.00306302948
388	0.003062663269
389	0.003062401962
390	0.003062400055
391	0.00306240406
392	0.003062356949
393	0.003062120247
394	0.003062026787
395	0.003061962509
396	0.003057612991
397	0.003057612991
398	0.003057595634
399	0.003057578659
400	0.003057578659
401	0.003057578659
402	0.003057557869
403	0.003057536316
404	0.003057538986
405	0.003057442474
406	0.003057428932
407	0.003057440567
408	0.003057440567
409	0.003057436371
410	0.003057007408
411	0.003057007408
412	0.003056973839
413	0.003056962776
414	0.003056876755
415	0.003056838226
416	0.003056441879
417	0.003056405449
418	0.003056334496
419	0.00305635376
420	0.003056331253
421	0.00305625515
422	0.003056199646
423	0.00305613327
424	0.003055800438
425	0.003055781174
426	0.003053299713
427	0.003053240204
428	0.003053264236
429	0.003053264236
430	0.003053168678
431	0.003053120041
432	0.003053072166
433	0.003053072166
434	0.003053072166
435	0.003053072166
436	0.003053059387
437	0.003053022575
438	0.003052968979
439	0.00305290184
440	0.00305290184
441	0.00305290184
442	0.00305290184
443	0.00305290184
444	0.00305290184
445	0.00305290184
446	0.00305290184
447	0.00305290184
448	0.00305290184
449	0.00305290184
450	0.00305290184
451	0.00305290184
452	0.00305290184
453	0.00305290184
454	0.00305290184
455	0.00305290184
456	0.00305290184
457	0.00305290184
458	0.00305290184
459	0.003052857208
460	0.003052857208
461	0.003052857208
462	0.003052842712
463	0.003052608299
464	0.00305259552
465	0.003052487183
466	0.003052484512
467	0.003052484512
468	0.003052484512
469	0.003052480316
470	0.003052514458
471	0.003052464485
472	0.003052427673
473	0.003052248573
474	0.00305225029
475	0.003052223969
476	0.003051945114
477	0.003051860428
478	0.003051818848
479	0.003051826477
480	0.003051784706
481	0.003051724243
482	0.003051607132
483	0.003051618958
484	0.00304698143
485	0.003046961212
486	0.003046951675
487	0.003046921921
488	0.003046840286
489	0.003046840286
490	0.003046819687
491	0.003046835709
492	0.003046790123
493	0.003046792221
494	0.003046738815
495	0.003046663666
496	0.003046269798
497	0.003045888138
498	0.003045849228
499	0.003045872498
500	0.003045820427
501	0.003045791245
502	0.00304576931
503	0.003045722771
504	0.003045327187
505	0.003045327187
506	0.003045327187
507	0.003045327187
508	0.003045329666
509	0.003044910049
510	0.003044898415
511	0.003044797516
512	0.003044438934
513	0.003044435692
514	0.003044436455
515	0.003044436455
516	0.003044436455
517	0.003044378662
518	0.003044346046
519	0.003044224548
520	0.003044206619
521	0.003044212723
522	0.003044225311
523	0.003044104767
524	0.003044142342
525	0.003044078636
526	0.003043863678
527	0.003043835831
528	0.00304383564
529	0.00304383564
530	0.003043821335
531	0.003043785095
532	0.003043813324
533	0.003043768501
534	0.003043800354
535	0.00304342308
536	0.003043073082
537	0.003042994118
538	0.00304299202
539	0.0030428936
540	0.003042629623
541	0.003042592621
542	0.003042582321
543	0.003042591476
544	0.003042542839
545	0.003042494965
546	0.003042502594
547	0.003042478752
548	0.003042430115
549	0.003042065811
550	0.003042058182
551	0.003042045593
552	0.003041984558
553	0.003042008591
554	0.003041940689
555	0.003041959381
556	0.003041945839
557	0.00304190712
558	0.003041851425
559	0.003041807175
560	0.003041591644
561	0.003037061691
562	0.003037050819
563	0.00303660965
564	0.003036585045
565	0.003036518478
566	0.003036455154
567	0.003025874329
568	0.002999494553
569	0.002985132217
570	0.002981726456
571	0.002969684219
572	0.002969633865
573	0.00296955719
574	0.00296960144
575	0.002969500351
576	0.002944556618
577	0.002944556046
578	0.0029445364
579	0.00294426918
580	0.00294426918
581	0.00294426918
582	0.00294426918
583	0.00294426918
584	0.00294426918
585	0.00294426918
586	0.002944183731
587	0.002944192886
588	0.002944192886
589	0.002944192886
590	0.002944181824
591	0.002943914986
592	0.002943881226
593	0.002943875313
594	0.002943868828
595	0.002943869781
596	0.002943763351
597	0.002943811989
598	0.002943710899
599	0.00294371376
600	0.002943712234
601	0.00294368248
602	0.002943683624
603	0.002943677521
604	0.002943582153
605	0.002943613243
606	0.002943573952
607	0.002943490982
608	0.002943455887
609	0.002943434143
610	0.002943448448
611	0.002943405914
612	0.002943406677
613	0.002943406677
614	0.002943416214
615	0.002943303108
616	0.002943311119
617	0.002943327332
618	0.002943104172
619	0.002943095016
620	0.002942774963
621	0.002942787743
622	0.00294282856
623	0.002942774582
624	0.002942774582
625	0.002942789841
626	0.002942643929
627	0.002942568588
628	0.002942568588
629	0.00294254837
630	0.00294252243
631	0.00294252243
632	0.002942550659
633	0.002942562866
634	0.00294252739
635	0.002942517471
636	0.002942450905
637	0.002942367554
638	0.002942367554
639	0.002942367554
640	0.002942367554
641	0.002942379761
642	0.002942370415
643	0.002942370415
644	0.002942331696
645	0.002942292023
646	0.002942292023
647	0.002942292023
648	0.002942307663
649	0.00294229126
650	0.002942051315
651	0.002941975784
652	0.002941980743
653	0.002941695404
654	0.002941661453
655	0.002941629791
656	0.002941613197
657	0.002941605377
658	0.002941605377
659	0.002941557121
660	0.002941529655
661	0.002941513824
662	0.002941513824
663	0.002941513824
664	0.002941514397
665	0.002941483688
666	0.002941436005
667	0.002941467476
668	0.002941153336
669	0.002941082001
670	0.002941033173
671	0.002941016769
672	0.00294100647
673	0.002940979767
674	0.002940676498
675	0.002940641403
676	0.002940629959
677	0.002940629959
678	0.002940609741
679	0.002940525055
680	0.002940540886
681	0.002940480042
682	0.002940090179
683	0.002940095711
684	0.002940055847
685	0.002940032959
686	0.002940020752
687	0.002939998245
688	0.002939929008
689	0.002939900589
690	0.002939913559
691	0.002939913559
692	0.002939921188
693	0.002939881134
694	0.002939881134
695	0.002939891052
696	0.002939858246
697	0.002939842033
698	0.002939783096
699	0.002939777374
700	0.002939788818
701	0.002939766693
702	0.002939686775
703	0.002939695549
704	0.002939695549
705	0.002939693832
706	0.002939650536
707	0.002939671707
708	0.00293960495
709	0.002939420891
710	0.002939041901
711	0.002938962555
712	0.002938962173
713	0.002938877678
714	0.002938868713
715	0.002938805389
716	0.002938627625
717	0.002938552856
718	0.002938526344
719	0.002938512421
720	0.002938482666
721	0.002938482475
722	0.00293843956
723	0.002938396454
724	0.002938350677
725	0.002938106918
726	0.00293809433
727	0.002938067245
728	0.002937984848
729	0.002938031197
730	0.002938005257
731	0.002937957382
732	0.002938019562
733	0.002932254601
734	0.00293226738
735	0.00293226738
736	0.00293226738
737	0.002932242966
738	0.002932236099
739	0.002932226181
740	0.002932265091
741	0.002932198715
742	0.002932226181
743	0.002932226181
744	0.00293220253
745	0.002932168198
746	0.002932123947
747	0.002932040405
748	0.002931987762
749	0.00293194809
750	0.002931940651
751	0.002931901169
752	0.002931868553
753	0.002925815964
754	0.002925734138
755	0.002919392014
756	0.002919365883
757	0.002919350815
758	0.002919350815
759	0.002919303513
760	0.00291931324
761	0.002919009781
762	0.002919007111
763	0.002918986511
764	0.002918941879
765	0.002918948555
766	0.002918927383
767	0.002918887901
768	0.002918887901
769	0.00291890564
770	0.002918822479
771	0.002918824005
772	0.002918759918
773	0.002918590355
774	0.002918571281
775	0.002918249321
776	0.002918269539
777	0.002918239212
778	0.002917909813
779	0.002917909813
780	0.002917913055
781	0.002917905998
782	0.002917551613
783	0.002914845657
784	0.00291483345
785	0.00291483345
786	0.002914876175
787	0.002914791298
788	0.002914811134
789	0.002914811134
790	0.002914811134
791	0.002914831924
792	0.002914746475
793	0.002914716148
794	0.002914678764
795	0.002914678764
796	0.002914658546
797	0.002914658546
798	0.002914649582
799	0.002914613724
800	0.002914583588
801	0.002914589691
802	0.002902466202
803	0.002902454758
804	0.002902386475
805	0.002902395248
806	0.002902395248
807	0.002902377701
808	0.002895604706
809	0.002872271347
810	0.002872295952
811	0.002872210693
812	0.00287218132
813	0.002872120476
814	0.002872087097
815	0.002872071457
816	0.002872076988
817	0.002872076988
818	0.002872076988
819	0.002872078514
820	0.002872075081
821	0.002872055435
822	0.002872080994
823	0.002872080994
824	0.00287199955
825	0.002871992874
826	0.002871955872
827	0.002871917534
828	0.002871857834
829	0.002871866226
830	0.00287179203
831	0.002871809196
832	0.002871809196
833	0.002871797943
834	0.002871760368
835	0.002871776581
836	0.002871742058
837	0.002871722412
838	0.002871713257
839	0.002871600342
840	0.002871600342
841	0.002871600342
842	0.002871590424
843	0.002871591187
844	0.002871564293
845	0.002871533203
846	0.002871491241
847	0.002871453857
848	0.002871470261
849	0.002871478271
850	0.002871446228
851	0.002871123886
852	0.002871141815
853	0.002871073532
854	0.002871020508
855	0.002870972443
856	0.002870787048
857	0.002870787048
858	0.002870801926
859	0.002870791245
860	0.002870746613
861	0.002870452118
862	0.002870399857
863	0.002870357895
864	0.002870368958
865	0.002870320702
866	0.002870242882
867	0.002870236969
868	0.002870144081
869	0.002870178604
870	0.002870167542
871	0.002870091248
872	0.002869765472
873	0.002869765472
874	0.002869765472
875	0.002869765472
876	0.002869743919
877	0.002869703865
878	0.002869662476
879	0.002869668579
880	0.002869671822
881	0.00286965313
882	0.002869584846
883	0.00286957016
884	0.002869505501
885	0.002869422722
886	0.002869431686
887	0.002869448471
888	0.002869432259
889	0.002869386292
890	0.00286934433
891	0.00286934433
892	0.00286934433
893	0.002869322968
894	0.002869303894
895	0.002869103622
896	0.002869103622
897	0.002869103622
898	0.002869103622
899	0.002869103622
900	0.002869103622
901	0.002869103622
902	0.002869103622
903	0.00286907959
904	0.002869092941
905	0.002869077682
906	0.002868762207
907	0.002868764877
908	0.002868736267
909	0.002868636322
910	0.002868636322
911	0.002868636322
912	0.002868644333
913	0.002868642998
914	0.002868660736
915	0.002868622208
916	0.002868622208
917	0.002868622208
918	0.002868622208
919	0.002868622208
920	0.002868580246
921	0.002868580246
922	0.002868565369
923	0.002868537712
924	0.002868515015
925	0.002868471527
926	0.002868445015
927	0.002868408585
928	0.002868408585
929	0.002868408585
930	0.002868408585
931	0.002868402863
932	0.002868402863
933	0.002868402863
934	0.002868402863
935	0.002868372917
936	0.002868318939
937	0.00286828537
938	0.002868242455
939	0.002868242455
940	0.002868249893
941	0.002868198013
942	0.002868161392
943	0.002868166924
944	0.00286810627
945	0.002868033981
946	0.002868033981
947	0.002868033981
948	0.002868033981
949	0.002868033981
950	0.002868033981
951	0.002867969131
952	0.002867986679
953	0.002867920685
954	0.002867872429
955	0.002867852402
956	0.002867852402
957	0.002867837906
958	0.00286777153
959	0.002867744064
960	0.002867762756
961	0.002867762756
962	0.00286777935
963	0.002867760277
964	0.002867705536
965	0.002867725945
966	0.002867684937
967	0.00286745224
968	0.00286745224
969	0.002867460442
970	0.002867427063
971	0.002867458916
972	0.002867458916
973	0.002867458916
974	0.002867393112
975	0.002867393112
976	0.002867393112
977	0.002867393112
978	0.002867393112
979	0.002867393112
980	0.002867393112
981	0.002867393112
982	0.002867393112
983	0.002867393112
984	0.002867393112
985	0.002867406464
986	0.002867379761
987	0.00286728363
988	0.002867294693
989	0.002867243767
990	0.002867243767
991	0.00286722908
992	0.002867153549
993	0.002867155075
994	0.00286713028
995	0.002867142868
996	0.002867084122
997	0.002867024612
998	0.002867035675
999	0.002866999245
